Season,PlayerID,PlayerName,TeamName,TeamID,Info,Debut,ImageURL,FullName,PlayingRole,BattingStyle,BowlingStyle,DateOfBirth
2024,53589,Aasif Khan,Coimbra Knights,1977,null,2024,https://media.sportstiger.com/default/cricket_player.png,Aasif Khan,Bowler,,,
2024,53322,Obaydur Rashid,Coimbra Knights,1977,null,2024,https://media.sportstiger.com/default/cricket_player.png,Obaydur Rashid,Bowler,,,
2024,50728,Harvinder Singh,Coimbra Knights,1977,null,2024,https://media.sportstiger.com/default/cricket_player.png,Harvinder Singh,Bowler,,,
2024,2923,Muhammad Bilal,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Bilal,WK-Batter,,,
2024,14757,Parwinder Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Parwinder Singh,WK-Batter,,,
2024,9341,Jatinder Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jatinder Singh,Batter,,,
2024,36089,Harjot Sahota,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Harjot Sahota,Batter,,,
2024,51044,Bhupinder Singh-l,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Bhupinder Singh-l,Batter,,,
2024,14691,Ashraful Rupu,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Ashraful Rupu,Batter,,,
2024,14754,Gurlal Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurlal Singh,Batter,,,
2024,48132,Harpreet Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Harpreet Singh,Batter,,,
2024,23880,Kamal Kumar,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Kamal Kumar,Batter,,,
2024,31747,Mandeep Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mandeep Singh,Batting All-Rounder,,,
2024,14767,Lalit Kumar,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Lalit Kumar,Batting All-Rounder,,,
2024,36030,Hardeep Singh-lV,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Hardeep Singh-lV,Bowler,,,
2024,20959,Varinder Singh Virk,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Varinder Singh Virk,WK-Batter,,,
2024,9975,Balwinder Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Balwinder Singh,Batting All-Rounder,,,
2024,53305,Shehryar Siraj,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Shehryar Siraj,Batting All-Rounder,,,
2024,51045,Gurwinder Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurwinder Singh,Batting All-Rounder,,,
2024,35995,Jasbinder Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jasbinder Singh,Batting All-Rounder,,,
2024,14892,Deepu Mansurpuria,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Deepu Mansurpuria,Bowler,,,
2024,36088,Gursewak Singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gursewak Singh,Bowler,,,
2024,51046,Rahul,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rahul,Bowler,,,
2024,35999,Parminder Singh-I,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Parminder Singh-I,Bowler,,,
2024,36095,Shumaim Rehman,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Shumaim Rehman,Bowler,,,
2024,53099,Sourav Pundir,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sourav Pundir,Bowler,,,
2024,53108,Sushil Kumar,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sushil Kumar,Bowler,,,
2024,53107,Gurbhej singh,Fighters CC,4931,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurbhej singh,Bowler,Right Hand Bat,Right Arm Fast,
2024,50657,Shahan Khan,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Shahan Khan,wk-batter,,,
2024,50658,Narinder Rana,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Narinder Rana,batter,,,
2024,9158,Rahul Hudda,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rahul Hudda,batter,,,
2024,52876,Dhaval Kumar,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Dhaval Kumar,Batter,,,
2024,9153,Azher Andani,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Azher Andani,Batter,,,
2024,21146,Mayank Raval,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mayank Raval,wk-batter,,,
2024,36036,Amir Dar,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Amir Dar,batter,,,
2024,9188,Najam Shahzad,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Najam Shahzad,Bowler,,,
2024,33973,Danish Siddque,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Danish Siddque,Batting All-Rounder,,,
2024,40418,Samarth Patel,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Samarth Patel,Batting All-Rounder,Right Hand Bat,Right Arm Off Break,
2024,9180,Amir Zaib,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Amir Zaib,Batter,,,
2024,14213,Mitul Patel,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mitul Patel,bowler,,,
2024,45142,Jatinder Kumar,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jatinder Kumar,bowler,,,
2024,53043,Manveer Kumar,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Manveer Kumar,Bowler,,,
2024,12624,Sunil Patel,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sunil Patel,Bowler,,,
2024,14773,Dikshit Patel,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Dikshit Patel,batting all-rounder,,,
2024,36044,Imran Imran,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Imran Imran,Bowler,,,
2024,25077,Parth Patel,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Parth Patel,Batting All-Rounder,,,
2024,36045,Akshar Patel- I,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Akshar Patel- I,Bowler,,,
2024,40417,Usama Khan,Lisbon Capitals,7076,null,2024,https://media.sportstiger.com/default/cricket_player.png,Usama Khan,Bowler,,,
2024,36102,Hardikkumar Patel,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Hardikkumar Patel,WK-Batter,,,
2024,52966,Nikhil Dhingra,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nikhil Dhingra,Batter,,,
2024,21148,Anupkumar Shrivastav,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Anupkumar Shrivastav,Batter,,,
2024,50716,Nikhil Chand,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nikhil Chand,Batter,,,
2024,25203,Ronak Patel-I,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Ronak Patel-I,Batter,,,
2024,53022,Palvish Patel,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Palvish Patel,Batter,,,
2024,50714,Pratik Patel,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Pratik Patel,Batter,,,
2024,36115,Sooraj Sukumaran,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sooraj Sukumaran,Batter,,,
2024,52957,Kamil Vadsariya,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Kamil Vadsariya,Batter,,,
2024,9338,Amandeep Singh,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Amandeep Singh,Batting All-Rounder,Right Hand Bat,,
2024,50715,Surya Pratap,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Surya Pratap,Batting All-Rounder,,,
2024,50713,Jeewan Giri,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jeewan Giri,Batting All-Rounder,,,
2024,36706,Ghulam Dastgir,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Ghulam Dastgir,batting all-rounder,,,
2024,50711,Bokhariya Karan,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Bokhariya Karan,Batting All-Rounder,,,
2024,52965,Surya Pratap-I,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Surya Pratap-I,Batting All-Rounder,,,
2024,53011,Ajay Singh Chounhan,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Ajay Singh Chounhan,Batting All-Rounder,,,
2024,50717,Nayan Bhatt,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nayan Bhatt,Batting All-Rounder,,,
2024,40716,Jaswant Singh,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jaswant Singh,bowler,,,
2024,20955,Nilesh Suryawanshi,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nilesh Suryawanshi,batting all-rounder,,,
2024,36111,Rutulbhai Chaudhari,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rutulbhai Chaudhari,Bowler,,,
2024,50720,Samad Us-Atta,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Samad Us-Atta,bowler,,,
2024,36106,Harpreet Attri,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Harpreet Attri,Bowler,,,
2024,36112,Shivankar Sharma,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Shivankar Sharma,Bowler,,,
2024,50718,Giridhar Manjunath,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Giridhar Manjunath,Bowler,,,
2024,36114,Nirav Gabani,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nirav Gabani,Bowler,,,
2024,50719,Patel Shani,Lisbon Super giants,8445,null,2024,https://media.sportstiger.com/default/cricket_player.png,Patel Shani,Bowler,,,
2024,20946,Roushan Singh,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Roushan Singh,WK-Batter,,,
2024,14781,Girish Singh,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Girish Singh,wk-batter,,,
2024,9178,Shan Aziz,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Shan Aziz,WK-Batter,,,
2024,9244,Conrad Greenshields,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Conrad Greenshields,WK-Batter,,,
2024,14131,Imran Khan II,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Imran Khan II,Batter,,,
2024,13397,Amit Kumar,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Amit Kumar,Batter,,,
2024,38485,Ravinder Kumar,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Ravinder Kumar,Batter,,,
2024,40332,Aamer Ikram,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Aamer Ikram,Batter,,,
2024,20986,Muhammad Adnan,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Adnan,batter,,,
2024,35843,Lakshan Weerakoon,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Lakshan Weerakoon,batter,,,
2024,40594,Brendan Bedenhorst,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Brendan Bedenhorst,Batter,,,
2024,47777,Gaurav Singh,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gaurav Singh,Batter,,,
2024,35837,Asim Sarwar,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Asim Sarwar,Batting All-Rounder,,,
2024,25173,Gurjeet Singh-III,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurjeet Singh-III,Batter,,,
2024,9145,Miguel Stoman,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Miguel Stoman,Batting All-Rounder,,,
2024,53106,Jean Claude Du Val,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jean Claude Du Val,Batting All-Rounder,,,
2024,9181,Mian Shahid,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mian Shahid,Batting All-Rounder,,,
2024,9482,Junaid Khan II,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Junaid Khan II,bowler,Right Hand Bat,Right-Arm Fast-Medium,
2024,4563,Rishav Das,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rishav Das,Batter,Right Hand Bat,Right Arm Off Break,
2024,20952,Rahul Vishwakarma,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rahul Vishwakarma,Batting All-Rounder,,,
2024,51041,Aarav Andhariya,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Aarav Andhariya,Batting All-Rounder,,,
2024,14679,Assad Mehmood,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Assad Mehmood,Bowler,,,
2024,9162,Absar Alam,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Absar Alam,Batting All-Rounder,,,
2024,21152,Krishna Neupane,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Krishna Neupane,Bowler,,,
2024,36043,Taj Muhammad,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Taj Muhammad,bowler,,,
2024,9190,Syed Maisam,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Syed Maisam,Bowler,,,
2024,14677,Muhammad Adnan Gondal,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Adnan Gondal,Bowler,,,
2024,51042,Arnav Kamboj,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Arnav Kamboj,Bowler,,,
2024,9152,Arslan Naseem,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Arslan Naseem,Batter,,,
2024,53936,Muhammad Fahid,Oeiras CC,4929,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Fahid,Bowler,,,
2024,9469,Premal Rajani,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Premal Rajani,WK-Batter,,,
2024,40590,Sabhapathy Anantharaman Kanaka,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sabhapathy Anantharaman Kanaka,wk-batter,,,
2024,14128,Anthony Chambers,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Anthony Chambers,Batter,Right Hand Bat,Right Arm Medium Fast,
2024,53154,Kazim Ahmad,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Kazim Ahmad,Batter,,,
2024,9470,Sanath Gunawardena,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Sanath Gunawardena,Batter,,,
2024,9489,Abhishek Rajesh Chougule,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Abhishek Rajesh Chougule,Batter,,,
2024,40595,Pasindu Abagahaduwage,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Pasindu Abagahaduwage,Batter,,,
2024,53150,Greg Campion,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Greg Campion,Batter,,,
2024,53152,Felix Hall,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Felix Hall,Batter,,,
2024,53151,Mark De Stadler,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mark De Stadler,Batter,,,
2024,9494,Kuppuswamy Niranjankumar,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Kuppuswamy Niranjankumar,Batter,,,
2024,9475,John Zinkus,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,John Zinkus,Batting All-Rounder,,,
2024,40597,Junaid Bashir,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Junaid Bashir,Batting All-Rounder,,,
2024,40302,Tejpreet Singh,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Tejpreet Singh,Batting All-Rounder,,,
2024,9484,Suraj Peshawaria,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Suraj Peshawaria,Batting All-Rounder,,,
2024,40598,Neli Charles,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Neli Charles,Batting All-Rounder,,,
2024,53153,Muhammad Ariful Bhuiyan,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Ariful Bhuiyan,Batting All-Rounder,,,
2024,9483,Thomas Rogerson,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Thomas Rogerson,Batting All-Rounder,,,
2024,9472,Raghu Raman,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Raghu Raman,Bowler,,,
2024,40596,Nikhilesh Raghunandan,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Nikhilesh Raghunandan,Bowler,,,
2024,40591,Jonathan Gunasekera,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Jonathan Gunasekera,Bowler,,,
2024,9487,Mark Weeks,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mark Weeks,Bowler,,,
2024,40599,Harry Cox,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Harry Cox,Bowler,,,
2024,53155,Umar Gill,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Umar Gill,Bowler,,,
2024,25205,Saddam Rayian,Oporto Cricket Club,2000,null,2024,https://media.sportstiger.com/default/cricket_player.png,Saddam Rayian,Bowler,,,
2024,36008,Simranjeet Singh-I,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Simranjeet Singh-I,Batter,,,
2024,50664,Saqib Younas,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Saqib Younas,WK-Batter,,,
2024,14761,Gagandeep Singh,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gagandeep Singh,WK-Batter,,,
2024,13234,Faisal Mushtaq,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Faisal Mushtaq,WK-Batter,,,
2024,50661,Atizaz Arshad,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Atizaz Arshad,Batter,,,
2024,36010,Rao Imran,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rao Imran,Batter,,,
2024,21165,Muzamal Abbas,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muzamal Abbas,Batter,,,
2024,52874,Gurjent Singh,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurjent Singh,Batter,,,
2024,25196,Parveen Singh,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Parveen Singh,Batting All-Rounder,,,
2024,36006,Gurjit Singh-I,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Gurjit Singh-I,Batting All-Rounder,,,
2024,53057,Lovepreet Singh,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Lovepreet Singh,Batting All-Rounder,,,
2024,40408,Rana Sarwar,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Rana Sarwar,Batter,,,
2024,52954,Suresh Kumar,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Suresh Kumar,Batting All-Rounder,,,
2024,14779,Mubeen Tariq,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Mubeen Tariq,Batting All-Rounder,,,
2024,17345,Muhammad Fazil,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Muhammad Fazil,Batting All-Rounder,,,
2024,36012,Adnan Ali-I,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Adnan Ali-I,Bowler,,,
2024,52875,Bikramjit Singh,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Bikramjit Singh,Bowler,,,
2024,52953,Aman Kumar,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Aman Kumar,Bowler,,,
2024,17386,Qasim Anwar,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Qasim Anwar,Bowler,,,
2024,16391,Hamza Ameer,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Hamza Ameer,Bowler,,,
2024,9351,Syed Ali Naqi,Punjab CC,6021,null,2024,https://media.sportstiger.com/default/cricket_player.png,Syed Ali Naqi,Bowler,,,
